,Date,Open,High,Low,Close,Adj Close,Volume,Open_Change,Gain_Loss_Open
2555.0,726854,0.45535699999999996,0.46875,0.45089300000000004,0.457589,0.372206,427728000.0,0.011161,1
2556.0,726855,0.457589,0.46651800000000004,0.45535699999999996,0.462054,0.375838,244260800.0,0.002232,1
2557.0,726856,0.459821,0.47098199999999996,0.459821,0.46540200000000004,0.37856100000000004,233934400.0,0.002232,1
2558.0,726857,0.464286,0.47879499999999997,0.464286,0.477679,0.388548,223809600.0,0.004465,1
2559.0,726860,0.475446,0.493304,0.475446,0.48660699999999996,0.39581,273481600.0,0.01116,1
2560.0,726861,0.484375,0.48660699999999996,0.46651800000000004,0.479911,0.390363,215555200.0,0.008929000000000001,1
2561.0,726862,0.475446,0.49776800000000004,0.475446,0.495536,0.403073,336772800.0,-0.008929000000000001,0
2562.0,726863,0.495536,0.5,0.488839,0.495536,0.403073,242592000.0,0.02009,1
2563.0,726864,0.381696,0.392857,0.375,0.388393,0.315922,154985600.0,-0.11384000000000001,0
2564.0,726867,0.616071,0.649554,0.611607,0.649554,0.529464,292924800.0,0.234375,1
2565.0,726868,0.426339,0.444196,0.42410699999999996,0.4375,0.356614,811126400.0,-0.18973199999999998,0
2566.0,726870,0.377232,0.381696,0.372768,0.377232,0.308276,120142400.0,-0.049107,0
2567.0,726871,0.444196,0.448661,0.4375,0.446429,0.364824,273011200.0,0.066964,1
2568.0,726873,0.462054,0.462054,0.441964,0.444196,0.363819,17987200.0,0.017858000000000002,1
2569.0,726875,0.453125,0.464286,0.446429,0.462054,0.379355,118899200.0,-0.008929000000000001,0
2570.0,726876,0.535714,0.537946,0.517857,0.535714,0.435754,255550400.0,0.082589,1
2571.0,726877,0.535714,0.535714,0.506696,0.510045,0.41487399999999997,377675200.0,0.0,1
2572.0,726878,0.511161,0.522321,0.511161,0.514509,0.419386,365612800.0,-0.024553,0
2573.0,726882,0.513393,0.537946,0.5122770000000001,0.535714,0.43667,226251200.0,0.002232,1
2574.0,726883,0.53125,0.551339,0.529018,0.544643,0.443949,213640000.0,0.017856999999999998,1
2575.0,726884,0.546875,0.555804,0.524554,0.526786,0.429393,190870400.0,0.015625,1
2576.0,726885,0.526786,0.551339,0.522321,0.533482,0.43485100000000004,232568000.0,-0.020089,0
2577.0,726888,0.537946,0.540179,0.513393,0.517857,0.42211499999999996,359273600.0,0.01116,1
2578.0,726889,0.513393,0.524554,0.504464,0.520089,0.42393400000000003,250017600.0,-0.024553,0
2579.0,726890,0.520089,0.522321,0.513393,0.520089,0.42393400000000003,174372800.0,0.006696,1
2580.0,726891,0.520089,0.522321,0.502232,0.511161,0.41665699999999994,227360000.0,0.0,1
2581.0,726892,0.388393,0.39508899999999997,0.383929,0.383929,0.312291,150180800.0,-0.131696,0
2582.0,726895,0.647321,0.649554,0.625,0.625,0.5094489999999999,240128000.0,0.25892800000000005,1
2583.0,726896,0.4375,0.441964,0.430804,0.4375,0.356614,243712000.0,-0.209821,0
2584.0,726897,0.41964300000000004,0.441964,0.417411,0.43973199999999996,0.35935100000000003,220068800.0,-0.017856999999999998,0
2585.0,726898,0.377232,0.388393,0.372768,0.38504499999999997,0.314661,310374400.0,-0.042411000000000004,0
2586.0,726900,0.47098199999999996,0.475446,0.464286,0.46875,0.383929,68376000.0,0.09375,1
2587.0,726901,0.446429,0.446429,0.42410699999999996,0.426339,0.349193,181003200.0,-0.024553,0
2588.0,726903,0.464286,0.464286,0.448661,0.45089300000000004,0.370192,102860800.0,0.017856999999999998,1
2589.0,726904,0.560268,0.59375,0.560268,0.591518,0.482158,174552000.0,0.09598200000000001,1
2590.0,726905,0.595982,0.602679,0.575893,0.582589,0.474879,227068800.0,0.035713999999999996,1
2591.0,726906,0.587054,0.59375,0.582589,0.591518,0.482158,204836800.0,-0.008928,0
2592.0,726909,0.587054,0.609375,0.587054,0.604911,0.49307399999999996,214009600.0,0.0,1
2593.0,726910,0.59375,0.627232,0.587054,0.620536,0.505811,422195200.0,0.006696,1
2594.0,726911,0.618304,0.620536,0.5970979999999999,0.604911,0.49307399999999996,361704000.0,0.024554,1
2595.0,726912,0.609375,0.613839,0.569196,0.578125,0.47124099999999997,296800000.0,-0.008929000000000001,0
2596.0,726913,0.571429,0.578125,0.555804,0.564732,0.46032399999999996,338128000.0,-0.037946,0
2597.0,726916,0.566964,0.580357,0.564732,0.575893,0.469421,135856000.0,-0.004465,0
2598.0,726917,0.578125,0.627232,0.578125,0.625,0.5094489999999999,333625600.0,0.011161,1
2599.0,726918,0.625,0.627232,0.611607,0.618304,0.503991,190220800.0,0.046875,1
2600.0,726919,0.618304,0.625,0.604911,0.607143,0.49489399999999995,78702400.0,-0.006696,0
2601.0,726923,0.383929,0.39508899999999997,0.383929,0.38616100000000003,0.314106,141523200.0,-0.234375,0
2602.0,726924,0.49776800000000004,0.5,0.491071,0.493304,0.40125700000000003,267848000.0,0.11383900000000001,1
2603.0,726925,0.517857,0.524554,0.508929,0.521205,0.42484399999999994,88356800.0,0.020089,1
2604.0,726926,0.625,0.642857,0.620536,0.638393,0.520366,168436800.0,0.107143,1
2605.0,726928,0.441964,0.441964,0.433036,0.438616,0.358439,184284800.0,-0.18303599999999998,0
2606.0,726931,0.47098199999999996,0.47098199999999996,0.45870500000000003,0.459821,0.376616,119784000.0,0.029018000000000002,1
2607.0,726932,0.428571,0.43526800000000004,0.42410699999999996,0.430804,0.35285,79374400.0,-0.042411000000000004,0
2608.0,726933,0.453125,0.453125,0.433036,0.444196,0.363819,195294400.0,0.024554,1
2609.0,726934,0.453125,0.453125,0.446429,0.45089300000000004,0.370192,80550400.0,0.0,1
2610.0,726937,0.551339,0.575893,0.535714,0.555804,0.453046,1700384000.0,0.098214,1
2611.0,726938,0.564732,0.575893,0.558036,0.573661,0.467602,620782400.0,0.013393,1
2612.0,726939,0.580357,0.580357,0.553571,0.564732,0.46032399999999996,322403200.0,0.015625,1
2613.0,726940,0.560268,0.5625,0.542411,0.544643,0.443949,247363200.0,-0.020089,0
2614.0,726941,0.544643,0.549107,0.53125,0.532366,0.433942,287302400.0,-0.015625,0
2615.0,726944,0.53125,0.553571,0.524554,0.549107,0.447587,257017600.0,-0.013393,0
2616.0,726945,0.555804,0.5625,0.537946,0.549107,0.447587,237294400.0,0.024554,1
2617.0,726946,0.551339,0.553571,0.540179,0.542411,0.44213,105448000.0,-0.004465,0
2618.0,726947,0.533482,0.533482,0.522321,0.522321,0.425754,315380800.0,-0.017856999999999998,0
2619.0,726948,0.522321,0.526786,0.515625,0.523438,0.42666400000000004,125059200.0,-0.011161,0
2620.0,726951,0.522321,0.537946,0.520089,0.520089,0.42393400000000003,206707200.0,0.0,1
2621.0,726952,0.515625,0.520089,0.48660699999999996,0.491071,0.400281,711446400.0,-0.006696,0
2622.0,726954,0.493304,0.517857,0.488839,0.515625,0.41941300000000004,356115200.0,-0.022321,0
2623.0,726955,0.526786,0.564732,0.526786,0.563616,0.45941400000000004,441448000.0,0.033482,1
2624.0,726956,0.640625,0.640625,0.613839,0.61942,0.504901,155411200.0,0.11383900000000001,1
2625.0,726958,0.43973199999999996,0.43973199999999996,0.426339,0.428571,0.35023000000000004,133291200.0,-0.20089300000000002,0
2626.0,726959,0.383929,0.410714,0.381696,0.407366,0.332901,331553600.0,-0.055803,0
2627.0,726960,0.444196,0.444196,0.430804,0.433036,0.353879,100766400.0,0.060266999999999994,1
2628.0,726961,0.459821,0.462054,0.453125,0.45535699999999996,0.37296,77884800.0,0.015625,1
2629.0,726963,0.444196,0.45089300000000004,0.43526800000000004,0.43526800000000004,0.356506,215600000.0,-0.015625,0
2630.0,726964,0.45089300000000004,0.45535699999999996,0.43973199999999996,0.446429,0.366527,99198400.0,0.006697,1
2631.0,726965,0.46651800000000004,0.477679,0.459821,0.47098199999999996,0.38390599999999997,244944000.0,0.015625,1
2632.0,726966,0.47098199999999996,0.479911,0.46875,0.477679,0.389365,216944000.0,0.004464,1
2633.0,726967,0.459821,0.464286,0.4375,0.45089300000000004,0.367531,518347200.0,-0.011161,0
2634.0,726968,0.45535699999999996,0.457589,0.433036,0.4375,0.356614,382132800.0,-0.004464,0
2635.0,726969,0.43526800000000004,0.43526800000000004,0.415179,0.41964300000000004,0.342059,471060800.0,-0.020089,0
2636.0,726972,0.421875,0.42410699999999996,0.392857,0.39508899999999997,0.322869,262169600.0,-0.013393,0
2637.0,726973,0.404018,0.415179,0.399554,0.404018,0.330165,349798400.0,-0.017856999999999998,0
2638.0,726974,0.408482,0.415179,0.40625,0.412946,0.337461,227270400.0,0.004464,1
2639.0,726975,0.415179,0.417411,0.399554,0.402902,0.329253,208656000.0,0.006697,1
2640.0,726976,0.40625,0.410714,0.40178600000000003,0.409598,0.334725,97126400.0,-0.008929000000000001,0
2641.0,726980,0.410714,0.412946,0.404018,0.410714,0.33563699999999996,171438400.0,0.004464,1
2642.0,726981,0.412946,0.426339,0.409598,0.41964300000000004,0.342934,384003200.0,0.002232,1
2643.0,726982,0.41964300000000004,0.426339,0.415179,0.42522299999999996,0.347494,158345600.0,0.006697,1
2644.0,726983,0.42410699999999996,0.426339,0.412946,0.41964300000000004,0.342934,217862400.0,0.004464,1
2645.0,726985,0.515625,0.520089,0.504464,0.507813,0.413059,222566400.0,0.09151799999999999,1
2646.0,726986,0.571429,0.585938,0.561384,0.5625,0.458504,523958400.0,0.055804,1
2647.0,726988,0.433036,0.45089300000000004,0.430804,0.448661,0.365712,212329600.0,-0.13839300000000002,0
2648.0,726989,0.430804,0.430804,0.415179,0.41629499999999997,0.340198,168504000.0,-0.002232,0
2649.0,726991,0.43526800000000004,0.448661,0.426339,0.441964,0.361175,220427200.0,0.004464,1
2650.0,726992,0.45535699999999996,0.462054,0.45089300000000004,0.459821,0.376616,79273600.0,0.020089,1
2651.0,726994,0.4375,0.43973199999999996,0.42410699999999996,0.428571,0.351021,236790400.0,-0.017856999999999998,0
2652.0,726995,0.441964,0.444196,0.433036,0.43526800000000004,0.357363,196985600.0,0.004464,1
2653.0,726996,0.37946399999999997,0.383929,0.372768,0.376116,0.30736399999999997,211366400.0,-0.0625,0
2654.0,726997,0.381696,0.381696,0.36383899999999997,0.367188,0.300068,225288000.0,0.002232,1
2655.0,727000,0.366071,0.377232,0.366071,0.375,0.306452,166600000.0,-0.015625,0
2656.0,727001,0.377232,0.38616100000000003,0.37053600000000003,0.376116,0.30736399999999997,244686400.0,0.011161,1
2657.0,727002,0.372768,0.377232,0.368304,0.372768,0.304628,178942400.0,-0.004464,0
2658.0,727003,0.368304,0.375,0.36383899999999997,0.375,0.306452,144043200.0,-0.004464,0
2659.0,727004,0.375,0.37946399999999997,0.372768,0.375,0.306452,206012800.0,0.006696,1
2660.0,727007,0.372768,0.377232,0.368304,0.372768,0.304628,207984000.0,-0.002232,0
2661.0,727008,0.375,0.383929,0.372768,0.378348,0.309188,227920000.0,0.002232,1
2662.0,727009,0.381696,0.388393,0.377232,0.383929,0.313749,250443200.0,0.006696,1
2663.0,727010,0.37946399999999997,0.381696,0.372768,0.37946399999999997,0.3101,151200000.0,-0.002232,0
2664.0,727011,0.377232,0.37946399999999997,0.359375,0.37053600000000003,0.302804,226643200.0,-0.002232,0
2665.0,727014,0.383929,0.404018,0.383929,0.38616100000000003,0.314106,310800000.0,0.006697,1
2666.0,727015,0.508929,0.524554,0.49776800000000004,0.515625,0.41941300000000004,520172800.0,0.125,1
2667.0,727016,0.566964,0.602679,0.564732,0.600446,0.489435,321753600.0,0.058035,1
2668.0,727018,0.45535699999999996,0.457589,0.45089300000000004,0.452009,0.36844099999999996,270480000.0,-0.111607,0
2669.0,727019,0.412946,0.41964300000000004,0.407366,0.41183000000000003,0.336549,152745600.0,-0.042411000000000004,0
2670.0,727021,0.441964,0.45535699999999996,0.44084799999999996,0.44977700000000004,0.36756,211612800.0,0.029018000000000002,1
2671.0,727023,0.428571,0.43526800000000004,0.42410699999999996,0.429688,0.351936,64702400.0,-0.013393,0
2672.0,727024,0.433036,0.45089300000000004,0.430804,0.444196,0.363819,296732800.0,0.004465,1
2673.0,727028,0.417411,0.417411,0.40625,0.40625,0.331989,137984000.0,-0.015625,0
2674.0,727029,0.40625,0.408482,0.388393,0.390625,0.319221,222992000.0,-0.011161,0
2675.0,727030,0.388393,0.397321,0.377232,0.37946399999999997,0.3101,208936000.0,-0.017856999999999998,0
2676.0,727031,0.392857,0.402902,0.383929,0.40066999999999997,0.32742899999999997,398316800.0,0.004464,1
2677.0,727032,0.404018,0.412946,0.40178600000000003,0.410714,0.33563699999999996,128419200.0,0.011161,1
2678.0,727035,0.408482,0.412946,0.40625,0.410714,0.33563699999999996,108673600.0,0.004464,1
2679.0,727036,0.412946,0.415179,0.397321,0.40178600000000003,0.328341,133056000.0,0.004464,1
2680.0,727037,0.404018,0.408482,0.397321,0.40178600000000003,0.328341,131454400.0,-0.008928,0
2681.0,727038,0.404018,0.408482,0.40178600000000003,0.404018,0.330165,65800000.0,0.0,1
2682.0,727039,0.408482,0.408482,0.399554,0.40066999999999997,0.32742899999999997,74233600.0,0.004464,1
2683.0,727042,0.404018,0.40625,0.397321,0.40625,0.331989,53300800.0,-0.004464,0
2684.0,727043,0.40625,0.417411,0.40625,0.415179,0.33928600000000003,91862400.0,0.002232,1
2685.0,727044,0.415179,0.41852700000000004,0.40178600000000003,0.412946,0.337461,102804800.0,0.008929000000000001,1
2686.0,727045,0.390625,0.391741,0.37946399999999997,0.38616100000000003,0.314106,218691200.0,-0.024554,0
2687.0,727046,0.513393,0.537946,0.513393,0.5345979999999999,0.434846,313555200.0,0.122768,1
2688.0,727047,0.604911,0.609375,0.580357,0.580357,0.47306000000000004,322201600.0,0.09151799999999999,1
2689.0,727048,0.618304,0.625,0.613839,0.625,0.5094489999999999,72475200.0,0.013393,1
2690.0,727049,0.453125,0.453125,0.43973199999999996,0.444196,0.362073,176780800.0,-0.165179,0
2691.0,727051,0.404018,0.421875,0.40178600000000003,0.417411,0.34110999999999997,307081600.0,-0.049107,0
2692.0,727052,0.453125,0.462054,0.446429,0.45089300000000004,0.36847199999999997,189448000.0,0.049107,1
2693.0,727054,0.429688,0.433036,0.415179,0.430804,0.35285,172256000.0,-0.023437,0
2694.0,727055,0.457589,0.479911,0.45535699999999996,0.475446,0.389414,375827200.0,0.027901,1
2695.0,727057,0.464286,0.48214300000000004,0.464286,0.477679,0.390361,286585600.0,0.006697,1
2696.0,727058,0.488839,0.491071,0.48102700000000004,0.48995500000000003,0.400393,200715200.0,0.024553,1
2697.0,727059,0.491071,0.491071,0.473214,0.475446,0.38853699999999997,145544000.0,0.002232,1
2698.0,727060,0.47098199999999996,0.484375,0.46651800000000004,0.475446,0.38853699999999997,158804800.0,-0.020089,0
2699.0,727063,0.441964,0.460938,0.433036,0.45089300000000004,0.369304,322481600.0,-0.029018000000000002,0
2700.0,727064,0.459821,0.462054,0.45089300000000004,0.45535699999999996,0.37296,199427200.0,0.017856999999999998,1
2701.0,727065,0.46875,0.483259,0.464286,0.479911,0.393071,223372800.0,0.008929000000000001,1
2702.0,727066,0.48214300000000004,0.488839,0.479911,0.484375,0.396727,165648000.0,0.013393,1
2703.0,727067,0.48214300000000004,0.495536,0.47098199999999996,0.473214,0.387586,240419200.0,0.0,1
2704.0,727070,0.473214,0.477679,0.46875,0.473214,0.387586,101595200.0,-0.008929000000000001,0
2705.0,727071,0.473214,0.48214300000000004,0.47098199999999996,0.48214300000000004,0.394899,100352000.0,0.0,1
2706.0,727072,0.48214300000000004,0.484375,0.47433000000000003,0.475446,0.389414,107587200.0,0.008929000000000001,1
2707.0,727073,0.475446,0.48102700000000004,0.46875,0.473214,0.387586,113355200.0,-0.006697,0
2708.0,727074,0.473214,0.475446,0.46651800000000004,0.473214,0.387586,66136000.0,-0.002232,0
2709.0,727076,0.39508899999999997,0.410714,0.390625,0.404018,0.328631,467264000.0,-0.078125,0
2710.0,727079,0.622768,0.625,0.609375,0.613839,0.500352,119448000.0,0.227679,1
2711.0,727080,0.446429,0.459821,0.444196,0.453125,0.36935100000000004,238212800.0,-0.17633900000000002,0
2712.0,727082,0.421875,0.430804,0.415179,0.41852700000000004,0.342022,226441600.0,-0.024554,0
2713.0,727083,0.45089300000000004,0.45535699999999996,0.444196,0.453125,0.370296,154403200.0,0.029018000000000002,1
2714.0,727084,0.462054,0.477679,0.459821,0.475446,0.389414,126481600.0,0.011161,1
2715.0,727085,0.430804,0.43526800000000004,0.426339,0.428571,0.351021,132742400.0,-0.03125,0
2716.0,727087,0.4375,0.446429,0.43526800000000004,0.438616,0.360112,97832000.0,0.006696,1
2717.0,727088,0.446429,0.448661,0.433036,0.43415200000000004,0.355592,166734400.0,0.008929000000000001,1
2718.0,727091,0.43973199999999996,0.43973199999999996,0.415179,0.421875,0.345537,205777600.0,-0.006697,0
2719.0,727092,0.41964300000000004,0.4375,0.417411,0.4375,0.35833400000000004,135408000.0,-0.020089,0
2720.0,727093,0.43526800000000004,0.45089300000000004,0.433036,0.44754499999999997,0.366562,121352000.0,0.015625,1
2721.0,727094,0.448661,0.45089300000000004,0.441964,0.444196,0.363819,178337600.0,0.013393,1
2722.0,727095,0.444196,0.45535699999999996,0.441964,0.452009,0.370218,188148800.0,-0.004465,0
2723.0,727098,0.446429,0.453125,0.43973199999999996,0.441964,0.361991,87662400.0,0.0022329999999999997,1
2724.0,727099,0.441964,0.44977700000000004,0.430804,0.448661,0.367476,106097600.0,-0.004465,0
2725.0,727100,0.448661,0.45089300000000004,0.43973199999999996,0.45089300000000004,0.369304,54465600.0,0.006697,1
2726.0,727101,0.448661,0.448661,0.4375,0.446429,0.365647,71220800.0,0.0,1
2727.0,727102,0.446429,0.453125,0.43526800000000004,0.4375,0.35833400000000004,62809600.0,-0.002232,0
2728.0,727105,0.43973199999999996,0.444196,0.4375,0.441964,0.361991,63201600.0,-0.006697,0
2729.0,727106,0.408482,0.421875,0.408482,0.420759,0.342248,435321600.0,-0.03125,0
2730.0,727109,0.611607,0.618304,0.595982,0.5970979999999999,0.486706,216406400.0,0.203125,1
2731.0,727110,0.459821,0.475446,0.453125,0.457589,0.37299,241729600.0,-0.15178599999999998,0
2732.0,727111,0.410714,0.420759,0.408482,0.410714,0.33563699999999996,167440000.0,-0.049107,0
2733.0,727112,0.42410699999999996,0.430804,0.417411,0.421875,0.344758,156576000.0,0.013393,1
2734.0,727114,0.47098199999999996,0.476563,0.444196,0.44754499999999997,0.366562,182840000.0,0.046875,1
2735.0,727115,0.43526800000000004,0.4375,0.417411,0.426339,0.349193,157214400.0,-0.035713999999999996,0
2736.0,727117,0.4375,0.441964,0.433036,0.438616,0.360112,122617600.0,0.002232,1
2737.0,727119,0.4375,0.448661,0.43526800000000004,0.445313,0.364733,111876800.0,0.0,1
2738.0,727120,0.45089300000000004,0.46875,0.446429,0.46875,0.383929,288209600.0,0.013393,1
2739.0,727121,0.46875,0.48214300000000004,0.46651800000000004,0.477679,0.391243,200872000.0,0.017856999999999998,1
2740.0,727122,0.473214,0.475446,0.459821,0.467634,0.383015,151614400.0,0.004464,1
2741.0,727123,0.492188,0.495536,0.48660699999999996,0.491071,0.402212,446958400.0,0.018974,1
2742.0,727126,0.493304,0.498884,0.484375,0.488839,0.400383,116692800.0,0.001116,1
2743.0,727127,0.495536,0.502232,0.48660699999999996,0.48660699999999996,0.398555,208208000.0,0.002232,1
2744.0,727128,0.491071,0.493304,0.47098199999999996,0.47433000000000003,0.3885,168828800.0,-0.004465,0
2745.0,727129,0.473214,0.475446,0.459821,0.46540200000000004,0.381187,177900800.0,-0.017856999999999998,0
2746.0,727130,0.462054,0.46651800000000004,0.453125,0.457589,0.374788,106971200.0,-0.01116,0
2747.0,727133,0.459821,0.462054,0.453125,0.459821,0.376616,77862400.0,-0.0022329999999999997,0
2748.0,727134,0.459821,0.464286,0.453125,0.462054,0.378445,101236800.0,0.0,1
2749.0,727135,0.464286,0.47098199999999996,0.441964,0.444196,0.363819,148243200.0,0.004465,1
2750.0,727136,0.453125,0.462054,0.446429,0.459821,0.376616,231806400.0,-0.011161,0
2751.0,727137,0.41964300000000004,0.421875,0.410714,0.41964300000000004,0.341341,307652800.0,-0.033482,0
2752.0,727138,0.535714,0.549107,0.533482,0.547991,0.44573999999999997,323030400.0,0.11607100000000001,1
2753.0,727139,0.575893,0.578125,0.555804,0.566964,0.462143,175369600.0,0.040179,1
2754.0,727140,0.604911,0.6372770000000001,0.602679,0.633929,0.516728,355588800.0,0.029018000000000002,1
2755.0,727142,0.40178600000000003,0.40625,0.39508899999999997,0.398438,0.325606,188563200.0,-0.203125,0
2756.0,727143,0.41964300000000004,0.421875,0.410714,0.417411,0.34110999999999997,145913600.0,0.017856999999999998,1
2757.0,727145,0.453125,0.45535699999999996,0.441964,0.45089300000000004,0.369304,178001600.0,0.033482,1
2758.0,727146,0.429688,0.436384,0.415179,0.433036,0.354678,120052800.0,-0.023437,0
2759.0,727147,0.477679,0.48660699999999996,0.475446,0.479911,0.393071,164942400.0,0.047991000000000006,1
2760.0,727148,0.43973199999999996,0.444196,0.433036,0.4375,0.359196,84560000.0,-0.037947,0
2761.0,727149,0.48214300000000004,0.48660699999999996,0.477679,0.483259,0.395813,185920000.0,0.042411000000000004,1
2762.0,727150,0.484375,0.493304,0.48214300000000004,0.488839,0.400383,188003200.0,0.002232,1
2763.0,727151,0.48660699999999996,0.488839,0.444196,0.446429,0.365647,256950400.0,0.002232,1
2764.0,727154,0.446429,0.46875,0.446429,0.46540200000000004,0.382104,238739200.0,-0.040178,0
2765.0,727155,0.462054,0.462054,0.444196,0.457589,0.375689,285488000.0,0.015625,1
2766.0,727156,0.457589,0.464286,0.448661,0.45089300000000004,0.370192,168100800.0,-0.004465,0
2767.0,727157,0.45089300000000004,0.462054,0.45089300000000004,0.45535699999999996,0.373857,106814400.0,-0.006696,0
2768.0,727158,0.45535699999999996,0.462054,0.448661,0.457589,0.375689,97843200.0,0.004464,1
2769.0,727161,0.45535699999999996,0.46651800000000004,0.45535699999999996,0.457589,0.375689,78433600.0,0.0,1
2770.0,727162,0.459821,0.464286,0.446429,0.459821,0.37752199999999997,139272000.0,0.004464,1
2771.0,727163,0.457589,0.459821,0.45089300000000004,0.45535699999999996,0.373857,63235200.0,-0.002232,0
2772.0,727165,0.45089300000000004,0.459821,0.45089300000000004,0.453125,0.37202399999999997,34092800.0,-0.006696,0
2773.0,727168,0.544643,0.546875,0.530134,0.535714,0.435754,224750400.0,0.09375,1
2774.0,727169,0.5625,0.569196,0.558036,0.561384,0.457595,233676800.0,0.017856999999999998,1
2775.0,727170,0.638393,0.654018,0.622768,0.640625,0.522185,367718400.0,0.07589299999999999,1
2776.0,727172,0.392857,0.399554,0.368304,0.378348,0.309188,435635200.0,-0.245536,0
2777.0,727173,0.421875,0.421875,0.412946,0.417411,0.34110999999999997,132753600.0,0.029018000000000002,1
2778.0,727174,0.453125,0.46651800000000004,0.45089300000000004,0.462054,0.37759299999999996,142531200.0,0.03125,1
2779.0,727175,0.457589,0.457589,0.444196,0.452009,0.370218,119212800.0,0.004464,1
2780.0,727177,0.484375,0.488839,0.479911,0.48660699999999996,0.398555,166689600.0,0.026786,1
2781.0,727178,0.44084799999999996,0.444196,0.4375,0.44084799999999996,0.36194499999999996,91750400.0,-0.043526999999999996,0
2782.0,727179,0.444196,0.453125,0.444196,0.44977700000000004,0.36927600000000005,95121600.0,0.003348,1
2783.0,727182,0.44977700000000004,0.453125,0.446429,0.45089300000000004,0.370192,77190400.0,0.005581,1
2784.0,727183,0.45089300000000004,0.45535699999999996,0.448661,0.45089300000000004,0.370192,97843200.0,0.001116,1
2785.0,727184,0.448661,0.464286,0.446429,0.462054,0.379355,186603200.0,-0.002232,0
2786.0,727185,0.457589,0.462054,0.453125,0.453125,0.37202399999999997,115326400.0,0.008928,1
2787.0,727186,0.457589,0.459821,0.448661,0.448661,0.368359,128184000.0,0.0,1
2788.0,727189,0.45089300000000004,0.462054,0.446429,0.459821,0.37752199999999997,103163200.0,-0.006696,0
2789.0,727190,0.464286,0.479911,0.462054,0.46651800000000004,0.38301999999999997,188563200.0,0.013393,1
2790.0,727192,0.47098199999999996,0.491071,0.46651800000000004,0.48995500000000003,0.40226300000000004,134500800.0,0.006696,1
2791.0,727193,0.488839,0.49776800000000004,0.48660699999999996,0.491071,0.403179,167742400.0,0.017856999999999998,1
2792.0,727196,0.491071,0.511161,0.491071,0.506696,0.41600699999999996,183646400.0,0.002232,1
2793.0,727197,0.5122770000000001,0.517857,0.5,0.5033479999999999,0.413258,134030400.0,0.021206,1
2794.0,727201,0.511161,0.529018,0.511161,0.526786,0.43331000000000003,159656000.0,-0.001116,0
2795.0,727202,0.535714,0.542411,0.520089,0.529018,0.435146,134377600.0,0.024553,1
2796.0,727203,0.511161,0.53125,0.5,0.513393,0.42314300000000005,248046400.0,-0.024553,0
2797.0,727204,0.428571,0.441964,0.426339,0.4375,0.360592,143528000.0,-0.08259,0
2798.0,727206,0.412946,0.415179,0.408482,0.415179,0.343114,60289600.0,-0.015625,0
2799.0,727207,0.399554,0.402902,0.39508899999999997,0.39508899999999997,0.326511,122729600.0,-0.013392,0
2800.0,727209,0.511161,0.526786,0.506696,0.520089,0.430729,130144000.0,0.111607,1
2801.0,727210,0.555804,0.560268,0.549107,0.553571,0.454492,107856000.0,0.044643,1
2802.0,727211,0.555804,0.578125,0.555804,0.575893,0.47281899999999993,273806400.0,0.0,1
2803.0,727212,0.575893,0.580357,0.5625,0.566964,0.46548900000000004,325740800.0,0.020089,1
2804.0,727213,0.569196,0.573661,0.558036,0.560268,0.459991,293529600.0,-0.006697,0
2805.0,727214,0.604911,0.616071,0.578125,0.578125,0.474652,848355200.0,0.035715,1
2806.0,727217,0.575893,0.582589,0.571429,0.571429,0.469154,209664000.0,-0.029018000000000002,0
2807.0,727218,0.573661,0.573661,0.544643,0.545759,0.448079,194084800.0,-0.002232,0
2808.0,727219,0.549107,0.569196,0.546875,0.566964,0.46548900000000004,183680000.0,-0.024554,0
2809.0,727220,0.573661,0.578125,0.5625,0.575893,0.47281899999999993,138353600.0,0.024554,1
2810.0,727221,0.575893,0.587054,0.571429,0.577009,0.473735,177609600.0,0.002232,1
2811.0,727224,0.578125,0.582589,0.573661,0.575893,0.47281899999999993,83451200.0,0.002232,1
2812.0,727225,0.578125,0.583705,0.5625,0.582589,0.478317,173723200.0,0.0,1
2813.0,727226,0.578125,0.587054,0.564732,0.564732,0.463656,144558400.0,0.0,1
2814.0,727227,0.566964,0.569196,0.560268,0.569196,0.467321,87113600.0,-0.011161,0
2815.0,727228,0.571429,0.582589,0.566964,0.578125,0.474652,144558400.0,0.004465,1
2816.0,727229,0.49776800000000004,0.533482,0.495536,0.53125,0.436166,233632000.0,-0.073661,0
2817.0,727231,0.604911,0.611607,0.600446,0.600446,0.4939,89252800.0,0.107143,1
2818.0,727232,0.526786,0.53125,0.521205,0.524554,0.43147399999999997,133974400.0,-0.078125,0
2819.0,727234,0.513393,0.513393,0.502232,0.504464,0.415784,155680000.0,-0.013393,0
2820.0,727235,0.4375,0.4375,0.408482,0.412946,0.340354,256648000.0,-0.07589299999999999,0
2821.0,727237,0.415179,0.43526800000000004,0.415179,0.433036,0.35787199999999997,189896000.0,-0.022321,0
2822.0,727238,0.397321,0.399554,0.383929,0.390625,0.322822,113545600.0,-0.017858000000000002,0
2823.0,727239,0.46875,0.47098199999999996,0.462054,0.46651800000000004,0.385542,170094400.0,0.07142899999999999,1
2824.0,727240,0.520089,0.522321,0.508929,0.511161,0.423335,97776000.0,0.051338999999999996,1
2825.0,727241,0.582589,0.582589,0.569196,0.573661,0.470987,76014400.0,0.0625,1
2826.0,727242,0.569196,0.573661,0.564732,0.572545,0.47095,72587200.0,-0.013393,0
