,Date,Open,High,Low,Close,Adj Close,Volume
30,1981-01-27,0.143973,0.143973,0.14285699999999998,0.14285699999999998,0.11214,23699200
31,1981-01-28,0.138951,0.138951,0.13839300000000002,0.13839300000000002,0.108636,28156800
32,1981-01-29,0.133929,0.133929,0.13337100000000002,0.13337100000000002,0.104694,43904000
33,1981-01-30,0.12723199999999998,0.12723199999999998,0.126116,0.126116,0.098999,46188800
34,1981-02-02,0.11942,0.11942,0.118862,0.118862,0.093304,23766400
35,1981-03-02,0.123326,0.123884,0.123326,0.123326,0.096809,19152000
36,1981-04-02,0.12779,0.128348,0.12779,0.12779,0.100313,27865600
37,1981-05-02,0.12779,0.128906,0.12779,0.12779,0.100313,7929600
38,1981-06-02,0.128348,0.128906,0.128348,0.128348,0.100751,13865600
39,1981-09-02,0.122768,0.122768,0.121652,0.121652,0.095495,16755200
40,1981-10-02,0.121652,0.12221,0.121652,0.121652,0.095495,18345600
41,1981-11-02,0.118304,0.118304,0.117746,0.117746,0.092428,13843200
42,1981-12-02,0.117188,0.117188,0.116629,0.116629,0.091552,14560000
43,1981-02-13,0.114955,0.114955,0.113839,0.113839,0.089362,11155200
44,1981-02-17,0.116629,0.117188,0.116629,0.116629,0.091552,12275200
45,1981-02-18,0.121652,0.122768,0.121652,0.121652,0.095495,19241600
46,1981-02-19,0.114955,0.114955,0.114397,0.114397,0.0898,22310400
47,1981-02-20,0.108817,0.108817,0.108259,0.108259,0.084981,24371200
48,1981-02-23,0.109933,0.110491,0.109933,0.109933,0.08629500000000001,14112000
49,1981-02-24,0.107143,0.107143,0.106027,0.106027,0.083229,16979200
50,1981-02-25,0.112723,0.113281,0.112723,0.112723,0.08848500000000001,19488000
51,1981-02-26,0.114397,0.114955,0.114397,0.114397,0.0898,10841600
52,1981-02-27,0.118304,0.11942,0.118304,0.118304,0.092866,14761600
53,1981-02-03,0.118862,0.11942,0.118862,0.118862,0.093304,11760000
54,1981-03-03,0.117746,0.117746,0.117188,0.117188,0.09199,16172800
55,1981-04-03,0.116629,0.116629,0.116071,0.116071,0.091114,13708800
56,1981-05-03,0.116071,0.116071,0.115513,0.115513,0.090676,5376000
57,1981-06-03,0.115513,0.115513,0.114397,0.114397,0.0898,11603200
58,1981-09-03,0.106027,0.106027,0.105469,0.105469,0.082791,15321600
59,1981-10-03,0.101004,0.101004,0.100446,0.100446,0.078848,28380800
60,1981-11-03,0.097656,0.097656,0.09654,0.09654,0.075782,29859200
61,1981-12-03,0.100446,0.101004,0.100446,0.100446,0.078848,59248000
62,1981-03-13,0.099888,0.099888,0.09933,0.09933,0.077972,231302400
63,1981-03-16,0.103237,0.104353,0.103237,0.103237,0.081039,37228800
64,1981-03-17,0.108259,0.109375,0.108259,0.108259,0.084981,43747200
65,1981-03-18,0.114955,0.116071,0.114955,0.114955,0.090238,36937600
66,1981-03-19,0.114397,0.114397,0.113839,0.113839,0.089362,37811200
67,1981-03-20,0.114955,0.116071,0.114955,0.114955,0.090238,14604800
68,1981-03-23,0.11942,0.120536,0.11942,0.11942,0.093742,22019200
69,1981-03-24,0.11942,0.11942,0.118862,0.118862,0.093304,28156800
70,1981-03-25,0.117746,0.117746,0.116629,0.116629,0.091552,7056000
71,1981-03-26,0.114955,0.114955,0.114397,0.114397,0.0898,12275200
72,1981-03-27,0.111049,0.111049,0.110491,0.110491,0.086733,12252800
73,1981-03-30,0.110491,0.111607,0.110491,0.110491,0.086733,9900800
74,1981-03-31,0.110491,0.110491,0.109375,0.109375,0.085857,15993600
75,1981-01-04,0.108817,0.108817,0.108259,0.108259,0.084981,34070400
76,1981-02-04,0.117746,0.118304,0.117746,0.117746,0.092428,31404800
77,1981-03-04,0.118304,0.118862,0.118304,0.118304,0.092866,16486400
78,1981-06-04,0.116629,0.116629,0.116071,0.116071,0.091114,22803200
79,1981-07-04,0.115513,0.115513,0.114955,0.114955,0.090238,10684800
80,1981-08-04,0.120536,0.121652,0.120536,0.120536,0.094618,21952000
81,1981-09-04,0.122768,0.123326,0.122768,0.122768,0.096371,12499200
82,1981-10-04,0.124442,0.125,0.124442,0.124442,0.097685,33465600
83,1981-04-13,0.124442,0.125,0.124442,0.124442,0.097685,16060800
84,1981-04-14,0.124442,0.125,0.124442,0.124442,0.097685,6652800
85,1981-04-15,0.118862,0.118862,0.118304,0.118304,0.092866,34048000
86,1981-04-16,0.112165,0.112165,0.111607,0.111607,0.087609,23878400
87,1981-04-20,0.114955,0.115513,0.114955,0.114955,0.090238,35347200
88,1981-04-21,0.122768,0.123326,0.122768,0.122768,0.096371,28537600
89,1981-04-22,0.12723199999999998,0.12779,0.12723199999999998,0.12723199999999998,0.099875,18995200
90,1981-04-23,0.13058,0.131138,0.13058,0.13058,0.102503,58016000
91,1981-04-24,0.13058,0.13058,0.12946400000000002,0.12946400000000002,0.101627,35056000
92,1981-04-27,0.128906,0.128906,0.128348,0.128348,0.100751,38528000
93,1981-04-28,0.126674,0.126674,0.126116,0.126116,0.098999,32188800
94,1981-04-29,0.125,0.125,0.124442,0.124442,0.097685,13641600
95,1981-04-30,0.126674,0.12779,0.126674,0.126674,0.099437,12611200
96,1981-01-05,0.126674,0.12779,0.126674,0.126674,0.099437,16553600
97,1981-04-05,0.126674,0.126674,0.126116,0.126116,0.098999,14448000
98,1981-05-05,0.126116,0.126116,0.125558,0.125558,0.098561,17539200
99,1981-06-05,0.122768,0.122768,0.12221,0.12221,0.095933,18950400
100,1981-07-05,0.123884,0.124442,0.123884,0.123884,0.097247,9363200
101,1981-08-05,0.125,0.125558,0.125,0.125,0.098123,7907200
102,1981-11-05,0.122768,0.122768,0.12221,0.12221,0.095933,11939200
103,1981-12-05,0.12221,0.123884,0.12221,0.12221,0.095933,4256000
104,1981-05-13,0.12221,0.123326,0.121652,0.121652,0.095495,4905600
105,1981-05-14,0.121094,0.121094,0.119978,0.119978,0.094181,4928000
106,1981-05-15,0.122768,0.124442,0.122768,0.122768,0.096371,4905600
107,1981-05-18,0.125,0.126116,0.125,0.125,0.098123,4166400
108,1981-05-19,0.123326,0.123326,0.122768,0.122768,0.096371,25424000
109,1981-05-20,0.126674,0.12779,0.126674,0.126674,0.099437,13283200
110,1981-05-21,0.133929,0.134487,0.133929,0.133929,0.105132,32211200
111,1981-05-22,0.140067,0.141183,0.140067,0.140067,0.10995,31427200
112,1981-05-26,0.140067,0.140067,0.139509,0.139509,0.10951199999999997,85344000
113,1981-05-27,0.147321,0.14787899999999998,0.147321,0.147321,0.115644,149497600
114,1981-05-28,0.147321,0.14787899999999998,0.147321,0.147321,0.115644,73987200
115,1981-05-29,0.14787899999999998,0.148438,0.14787899999999998,0.14787899999999998,0.116082,59382400
116,1981-01-06,0.14787899999999998,0.148438,0.14787899999999998,0.14787899999999998,0.116082,51251200
117,1981-02-06,0.141183,0.141183,0.140625,0.140625,0.110388,40432000
118,1981-03-06,0.140625,0.141741,0.140625,0.140625,0.110388,39446400
119,1981-04-06,0.143415,0.143973,0.143415,0.143415,0.112578,56067200
120,1981-05-06,0.141741,0.141741,0.141183,0.141183,0.110826,57680000
121,1981-08-06,0.136719,0.136719,0.13616099999999998,0.13616099999999998,0.106884,93497600
122,1981-09-06,0.138951,0.139509,0.138951,0.138951,0.109074,119593600
123,1981-10-06,0.140625,0.142299,0.140625,0.140625,0.110388,25222400
124,1981-11-06,0.146763,0.147321,0.146763,0.146763,0.115206,38976000
125,1981-12-06,0.145647,0.145647,0.14508900000000002,0.14508900000000002,0.113892,25804800
126,1981-06-15,0.14508900000000002,0.14508900000000002,0.144531,0.144531,0.113454,143763200
127,1981-06-16,0.142299,0.142299,0.141741,0.141741,0.11126400000000003,37251200
128,1981-06-17,0.140067,0.140067,0.139509,0.139509,0.10951199999999997,27574400
129,1981-06-18,0.139509,0.140067,0.138951,0.138951,0.109074,23049600
130,1981-06-19,0.135603,0.135603,0.135045,0.135045,0.106008,27507200
131,1981-06-22,0.13058,0.13058,0.130022,0.130022,0.102065,10841600
132,1981-06-23,0.13225399999999998,0.13337100000000002,0.13225399999999998,0.13225399999999998,0.103817,15030400
133,1981-06-24,0.130022,0.130022,0.128906,0.128906,0.101189,23027200
134,1981-06-25,0.131696,0.13225399999999998,0.131696,0.131696,0.103379,24259200
135,1981-06-26,0.131138,0.131138,0.130022,0.130022,0.102065,23788800
136,1981-06-29,0.126674,0.126674,0.125558,0.125558,0.098561,10595200
137,1981-06-30,0.116629,0.116629,0.116071,0.116071,0.091114,35907200
138,1981-01-07,0.115513,0.115513,0.114955,0.114955,0.090238,170464000
139,1981-02-07,0.114955,0.115513,0.114955,0.114955,0.090238,30284800
140,1981-06-07,0.112165,0.112165,0.111049,0.111049,0.087171,16531200
141,1981-07-07,0.112165,0.113281,0.112165,0.112165,0.088047,15836800
142,1981-08-07,0.116629,0.117188,0.116629,0.116629,0.091552,16620800
143,1981-09-07,0.108259,0.108259,0.107701,0.107701,0.084543,32883200
144,1981-10-07,0.099888,0.099888,0.09933,0.09933,0.077972,55171200
145,1981-07-13,0.101563,0.102121,0.101563,0.101563,0.079725,45740800
146,1981-07-14,0.106027,0.107143,0.106027,0.106027,0.083229,19779200
147,1981-07-15,0.108817,0.109375,0.108817,0.108817,0.08541900000000001,10953600
148,1981-07-16,0.111607,0.112723,0.111607,0.111607,0.087609,15232000
149,1981-07-17,0.115513,0.116071,0.115513,0.115513,0.090676,19824000
150,1981-07-20,0.108259,0.108259,0.107701,0.107701,0.084543,23654400
151,1981-07-21,0.107701,0.107701,0.107143,0.107143,0.084105,31942400
152,1981-07-22,0.102121,0.102121,0.101004,0.101004,0.079286,22668800
153,1981-07-23,0.103795,0.104353,0.103795,0.103795,0.081477,34451200
154,1981-07-24,0.107143,0.107701,0.107143,0.107143,0.084105,28851200
155,1981-07-27,0.111607,0.112165,0.111607,0.111607,0.087609,17337600
156,1981-07-28,0.108259,0.108259,0.107701,0.107701,0.084543,22848000
157,1981-07-29,0.106585,0.106585,0.106027,0.106027,0.083229,15500800
158,1981-07-30,0.109933,0.111049,0.109933,0.109933,0.08629500000000001,9900800
159,1981-07-31,0.111607,0.112165,0.111607,0.111607,0.087609,10953600
160,1981-03-08,0.111607,0.111607,0.110491,0.110491,0.086733,12432000
161,1981-04-08,0.112165,0.112723,0.112165,0.112165,0.088047,31673600
162,1981-05-08,0.115513,0.116071,0.115513,0.115513,0.090676,17494400
163,1981-06-08,0.113281,0.113281,0.112723,0.112723,0.08848500000000001,10528000
164,1981-07-08,0.112723,0.113281,0.112723,0.112723,0.08848500000000001,9206400
165,1981-10-08,0.112723,0.112723,0.112723,0.112723,0.08848500000000001,0
166,1981-11-08,0.110491,0.110491,0.109375,0.109375,0.085857,71456000
167,1981-12-08,0.107701,0.107701,0.107143,0.107143,0.084105,26275200
168,1981-08-13,0.104353,0.104353,0.103795,0.103795,0.081477,27484800
169,1981-08-14,0.103237,0.103237,0.102121,0.102121,0.080163,24192000
170,1981-08-17,0.099888,0.099888,0.098772,0.098772,0.077534,18905600
171,1981-08-18,0.097656,0.097656,0.09654,0.09654,0.075782,17001600
172,1981-08-19,0.09654,0.09654,0.095424,0.095424,0.074906,20675200
173,1981-08-20,0.09654,0.097098,0.09654,0.09654,0.075782,17113600
174,1981-08-21,0.09096,0.09096,0.08984400000000001,0.08984400000000001,0.070526,41910400
175,1981-08-24,0.08482100000000001,0.08482100000000001,0.084263,0.084263,0.06614500000000001,23072000
176,1981-08-25,0.086496,0.08705399999999999,0.086496,0.086496,0.067898,40700800
177,1981-08-26,0.085379,0.085379,0.08482100000000001,0.08482100000000001,0.066583,33600000
178,1981-08-27,0.085379,0.085938,0.085379,0.085379,0.067021,25916800
179,1981-08-28,0.08984400000000001,0.090402,0.08984400000000001,0.08984400000000001,0.070526,38035200
180,1981-08-31,0.08984400000000001,0.090402,0.08984400000000001,0.08984400000000001,0.070526,40947200
181,1981-01-09,0.095424,0.095982,0.095424,0.095424,0.074906,37027200
182,1981-02-09,0.097098,0.097656,0.097098,0.097098,0.07622000000000001,19376000
183,1981-03-09,0.093192,0.093192,0.092076,0.092076,0.072278,37475200
184,1981-04-09,0.091518,0.091518,0.09096,0.09096,0.071402,15254400
185,1981-08-09,0.088728,0.088728,0.08817,0.08817,0.069212,25446400
186,1981-09-09,0.08817,0.088728,0.08817,0.08817,0.069212,30531200
187,1981-10-09,0.088728,0.089286,0.088728,0.088728,0.06965,34809600
188,1981-11-09,0.08817,0.08817,0.087612,0.087612,0.068774,17539200
189,1981-09-14,0.085379,0.085379,0.08482100000000001,0.08482100000000001,0.066583,27686400
190,1981-09-15,0.083147,0.083147,0.082589,0.082589,0.064831,19510400
191,1981-09-16,0.081473,0.081473,0.080915,0.080915,0.06351699999999999,19353600
192,1981-09-17,0.07924099999999999,0.07924099999999999,0.078683,0.078683,0.061765,19376000
193,1981-09-18,0.07924099999999999,0.079799,0.07924099999999999,0.07924099999999999,0.062203,26320000
194,1981-09-21,0.079799,0.08035700000000001,0.079799,0.079799,0.062641,49033600
195,1981-09-22,0.07589299999999999,0.07589299999999999,0.075335,0.075335,0.059137,47420800
196,1981-09-23,0.074777,0.074777,0.073661,0.073661,0.057823,28201600
197,1981-09-24,0.073661,0.073661,0.073103,0.073103,0.05738500000000001,18300800
198,1981-09-25,0.06473200000000001,0.06473200000000001,0.06361599999999999,0.06361599999999999,0.049937,34608000
199,1981-09-28,0.064174,0.06473200000000001,0.064174,0.064174,0.050375,91728000
200,1981-09-29,0.067522,0.06808,0.067522,0.067522,0.053004,94684800
201,1981-09-30,0.06808,0.068638,0.06808,0.06808,0.053442,49996800
202,1981-01-10,0.06808,0.068638,0.06808,0.06808,0.053442,61129600
203,1981-02-10,0.073661,0.07421900000000001,0.073661,0.073661,0.057823,45046400
204,1981-05-10,0.07589299999999999,0.07700900000000001,0.07589299999999999,0.07589299999999999,0.059575,43097600
205,1981-06-10,0.07589299999999999,0.07589299999999999,0.075335,0.075335,0.059137,28358400
206,1981-07-10,0.079799,0.080915,0.079799,0.079799,0.062641,38841600
207,1981-08-10,0.082589,0.083147,0.082589,0.082589,0.064831,31091200
208,1981-09-10,0.083147,0.084263,0.083147,0.083147,0.06526900000000001,54521600
209,1981-12-10,0.085938,0.086496,0.085938,0.085938,0.06746,27350400
210,1981-10-13,0.085938,0.08705399999999999,0.085938,0.085938,0.06746,44195200
211,1981-10-14,0.081473,0.081473,0.080915,0.080915,0.06351699999999999,30979200
212,1981-10-15,0.082589,0.083147,0.082589,0.082589,0.064831,29433600
213,1981-10-16,0.08203099999999999,0.08203099999999999,0.081473,0.081473,0.063955,36467200
214,1981-10-19,0.083147,0.083705,0.083147,0.083147,0.06526900000000001,20585600
215,1981-10-20,0.087612,0.08817,0.087612,0.087612,0.068774,35728000
216,1981-10-21,0.087612,0.08817,0.087612,0.087612,0.068774,76899200
217,1981-10-22,0.087612,0.087612,0.08705399999999999,0.08705399999999999,0.06833600000000001,32278400
218,1981-10-23,0.085379,0.085379,0.08482100000000001,0.08482100000000001,0.066583,27910400
219,1981-10-26,0.08482100000000001,0.085379,0.08482100000000001,0.08482100000000001,0.066583,27283200
220,1981-10-27,0.086496,0.087612,0.086496,0.086496,0.067898,85590400
221,1981-10-28,0.089286,0.08984400000000001,0.089286,0.089286,0.070088,44172800
222,1981-10-29,0.088728,0.088728,0.08817,0.08817,0.069212,30486400
223,1981-10-30,0.089286,0.08984400000000001,0.089286,0.089286,0.070088,52729600
224,1981-02-11,0.089286,0.08984400000000001,0.089286,0.089286,0.070088,36915200
225,1981-03-11,0.088728,0.088728,0.08817,0.08817,0.069212,28380800
226,1981-04-11,0.086496,0.086496,0.085938,0.085938,0.06746,23811200
227,1981-05-11,0.08035700000000001,0.08035700000000001,0.079799,0.079799,0.062641,23363200
228,1981-06-11,0.08035700000000001,0.080915,0.08035700000000001,0.08035700000000001,0.063079,24595200
229,1981-09-11,0.081473,0.08203099999999999,0.081473,0.081473,0.063955,20384000
230,1981-10-11,0.08203099999999999,0.082589,0.08203099999999999,0.08203099999999999,0.06439299999999999,16755200
231,1981-11-11,0.084263,0.08482100000000001,0.084263,0.084263,0.06614500000000001,27440000
232,1981-12-11,0.08705399999999999,0.087612,0.08705399999999999,0.08705399999999999,0.06833600000000001,39916800
233,1981-11-13,0.081473,0.081473,0.080915,0.080915,0.06351699999999999,21011200
234,1981-11-16,0.08035700000000001,0.08035700000000001,0.079799,0.079799,0.062641,22556800
235,1981-11-17,0.081473,0.08203099999999999,0.081473,0.081473,0.063955,35414400
236,1981-11-18,0.084263,0.08482100000000001,0.084263,0.084263,0.06614500000000001,29142400
237,1981-11-19,0.084263,0.08482100000000001,0.084263,0.084263,0.06614500000000001,40006400
238,1981-11-20,0.08482100000000001,0.085379,0.08482100000000001,0.08482100000000001,0.066583,38102400
239,1981-11-23,0.08203099999999999,0.08203099999999999,0.080915,0.080915,0.06351699999999999,22960000
240,1981-11-24,0.080915,0.080915,0.08035700000000001,0.08035700000000001,0.063079,22153600
241,1981-11-25,0.08203099999999999,0.082589,0.08203099999999999,0.08203099999999999,0.06439299999999999,52550400
242,1981-11-27,0.084263,0.08482100000000001,0.084263,0.084263,0.06614500000000001,37251200
243,1981-11-30,0.083705,0.083705,0.083147,0.083147,0.06526900000000001,23968000
244,1981-01-12,0.083147,0.083705,0.083147,0.083147,0.06526900000000001,23385600
245,1981-02-12,0.083705,0.084263,0.083705,0.083705,0.065707,37564800
246,1981-03-12,0.083147,0.083147,0.082589,0.082589,0.064831,20428800
247,1981-04-12,0.08482100000000001,0.085379,0.08482100000000001,0.08482100000000001,0.066583,137155200
248,1981-07-12,0.085379,0.085938,0.085379,0.085379,0.067021,59292800
249,1981-08-12,0.08482100000000001,0.08482100000000001,0.083705,0.083705,0.065707,50624000
250,1981-09-12,0.084263,0.08482100000000001,0.084263,0.084263,0.06614500000000001,34272000
251,1981-10-12,0.084263,0.08482100000000001,0.084263,0.084263,0.06614500000000001,37408000
252,1981-11-12,0.084263,0.08482100000000001,0.083705,0.083705,0.065707,76092800
253,1981-12-14,0.08203099999999999,0.08203099999999999,0.080915,0.080915,0.06351699999999999,25244800
254,1981-12-15,0.083147,0.083705,0.083147,0.083147,0.06526900000000001,31315200
255,1981-12-16,0.08705399999999999,0.087612,0.08705399999999999,0.08705399999999999,0.06833600000000001,65452800
256,1981-12-17,0.094308,0.094866,0.094308,0.094308,0.07403,51452800
257,1981-12-18,0.102121,0.102679,0.102121,0.102121,0.080163,71724800
258,1981-12-21,0.098214,0.098214,0.097656,0.097656,0.076658,56403200
259,1981-12-22,0.09933,0.099888,0.09933,0.09933,0.077972,53827200
260,1981-12-23,0.097656,0.097656,0.097098,0.097098,0.07622000000000001,28896000
261,1981-12-24,0.097656,0.098214,0.097656,0.097656,0.076658,28918400
262,1981-12-28,0.094308,0.094308,0.093192,0.093192,0.073154,36579200
263,1981-12-29,0.094866,0.095982,0.094866,0.094866,0.07446799999999999,24236800
264,1981-12-30,0.098772,0.09933,0.098772,0.098772,0.077534,32188800
265,1981-12-31,0.098772,0.09933,0.098772,0.098772,0.077534,54656000
266,1982-04-01,0.098772,0.098772,0.098214,0.098214,0.077096,71254400
267,1982-05-01,0.094308,0.094308,0.093192,0.093192,0.073154,35840000
268,1982-06-01,0.092634,0.092634,0.092076,0.092076,0.072278,66080000
269,1982-07-01,0.085938,0.085938,0.08482100000000001,0.08482100000000001,0.066583,70044800
270,1982-08-01,0.088728,0.089286,0.088728,0.088728,0.06965,56604800
271,1982-11-01,0.083705,0.083705,0.083147,0.083147,0.06526900000000001,33331200
272,1982-12-01,0.080915,0.080915,0.08035700000000001,0.08035700000000001,0.063079,59920000
273,1982-01-13,0.08035700000000001,0.08035700000000001,0.079799,0.079799,0.062641,41753600
274,1982-01-14,0.083705,0.084263,0.083705,0.083705,0.065707,25715200
275,1982-01-15,0.089286,0.090402,0.089286,0.089286,0.070088,46704000
276,1982-01-18,0.09096,0.092076,0.09096,0.09096,0.071402,28000000
277,1982-01-19,0.08984400000000001,0.08984400000000001,0.088728,0.088728,0.06965,55507200
278,1982-01-20,0.090402,0.09096,0.090402,0.090402,0.070964,25827200
279,1982-01-21,0.092076,0.092634,0.092076,0.092076,0.072278,33331200
280,1982-01-22,0.092634,0.093192,0.092634,0.092634,0.072716,24259200
281,1982-01-25,0.090402,0.090402,0.08984400000000001,0.08984400000000001,0.070526,44710400
282,1982-01-26,0.087612,0.087612,0.086496,0.086496,0.067898,21212800
283,1982-01-27,0.08705399999999999,0.08817,0.08705399999999999,0.08705399999999999,0.06833600000000001,31360000
284,1982-01-28,0.08984400000000001,0.090402,0.08984400000000001,0.08984400000000001,0.070526,39603200
285,1982-01-29,0.09096,0.091518,0.09096,0.09096,0.071402,53155200
286,1982-01-02,0.09096,0.09096,0.08984400000000001,0.08984400000000001,0.070526,38528000
287,1982-02-02,0.090402,0.091518,0.090402,0.090402,0.070964,54275200
288,1982-03-02,0.090402,0.09096,0.090402,0.090402,0.070964,31472000
289,1982-04-02,0.088728,0.088728,0.08817,0.08817,0.069212,22041600
290,1982-05-02,0.08817,0.088728,0.08817,0.08817,0.069212,40297600
291,1982-08-02,0.083147,0.083147,0.082589,0.082589,0.064831,31696000
292,1982-09-02,0.082589,0.083147,0.082589,0.082589,0.064831,57904000
293,1982-10-02,0.083705,0.084263,0.083705,0.083705,0.065707,38796800
294,1982-11-02,0.083147,0.083147,0.082589,0.082589,0.064831,24528000
295,1982-12-02,0.083705,0.084263,0.083705,0.083705,0.065707,19644800
296,1982-02-16,0.082589,0.082589,0.08203099999999999,0.08203099999999999,0.06439299999999999,34316800
297,1982-02-17,0.083147,0.083705,0.083147,0.083147,0.06526900000000001,25580800
298,1982-02-18,0.084263,0.08482100000000001,0.084263,0.084263,0.06614500000000001,28380800
299,1982-02-19,0.084263,0.084263,0.083705,0.083705,0.065707,13596800
300,1982-02-22,0.083147,0.083147,0.082589,0.082589,0.064831,26633600
301,1982-02-23,0.08203099999999999,0.08203099999999999,0.081473,0.081473,0.063955,34540800
302,1982-02-24,0.08203099999999999,0.082589,0.08203099999999999,0.08203099999999999,0.06439299999999999,37945600
303,1982-02-25,0.08203099999999999,0.08203099999999999,0.081473,0.081473,0.063955,30800000
304,1982-02-26,0.081473,0.08203099999999999,0.081473,0.081473,0.063955,17427200
305,1982-01-03,0.08203099999999999,0.082589,0.08203099999999999,0.08203099999999999,0.06439299999999999,35302400
306,1982-02-03,0.08203099999999999,0.082589,0.08203099999999999,0.08203099999999999,0.06439299999999999,34809600
307,1982-03-03,0.08203099999999999,0.082589,0.08203099999999999,0.08203099999999999,0.06439299999999999,23654400
308,1982-04-03,0.080915,0.080915,0.08035700000000001,0.08035700000000001,0.063079,38371200
309,1982-05-03,0.074777,0.074777,0.07421900000000001,0.07421900000000001,0.058261,45315200
310,1982-08-03,0.073661,0.073661,0.073103,0.073103,0.05738500000000001,35145600
311,1982-09-03,0.073661,0.07421900000000001,0.073661,0.073661,0.057823,52505600
312,1982-10-03,0.073103,0.073103,0.072545,0.072545,0.056946,86934400
313,1982-11-03,0.072545,0.073661,0.072545,0.072545,0.056946,22579200
314,1982-12-03,0.068638,0.068638,0.06808,0.06808,0.053442,46547200
315,1982-03-15,0.06808,0.06808,0.067522,0.067522,0.053004,51363200
316,1982-03-16,0.066964,0.066964,0.06640599999999999,0.06640599999999999,0.052127,47152000
317,1982-03-17,0.06361599999999999,0.06361599999999999,0.063058,0.063058,0.049499,50489600
318,1982-03-18,0.06808,0.068638,0.06808,0.06808,0.053442,56336000
319,1982-03-19,0.07421900000000001,0.074777,0.07421900000000001,0.07421900000000001,0.058261,65811200
320,1982-03-22,0.079799,0.08035700000000001,0.079799,0.079799,0.062641,69193600
321,1982-03-23,0.07924099999999999,0.07924099999999999,0.078683,0.078683,0.061765,55955200
322,1982-03-24,0.074777,0.074777,0.07421900000000001,0.07421900000000001,0.058261,51609600
323,1982-03-25,0.07421900000000001,0.07421900000000001,0.073661,0.073661,0.057823,84112000
324,1982-03-26,0.073103,0.073103,0.072545,0.072545,0.056946,50780800
325,1982-03-29,0.07421900000000001,0.074777,0.07421900000000001,0.07421900000000001,0.058261,67603200
326,1982-03-30,0.075335,0.07589299999999999,0.075335,0.075335,0.059137,77952000
327,1982-03-31,0.075335,0.07589299999999999,0.075335,0.075335,0.059137,50153600
328,1982-01-04,0.07924099999999999,0.079799,0.07924099999999999,0.07924099999999999,0.062203,59136000
329,1982-02-04,0.07924099999999999,0.079799,0.07924099999999999,0.07924099999999999,0.062203,84806400
330,1982-05-04,0.07924099999999999,0.079799,0.07924099999999999,0.07924099999999999,0.062203,86643200
331,1982-06-04,0.07924099999999999,0.07924099999999999,0.078683,0.078683,0.061765,71590400
332,1982-07-04,0.078125,0.078125,0.077567,0.077567,0.060889,29097600
333,1982-08-04,0.078125,0.078683,0.078125,0.078125,0.061327,23990400
334,1982-12-04,0.078125,0.078683,0.077567,0.077567,0.060889,44307200
335,1982-04-13,0.071987,0.071987,0.07142899999999999,0.07142899999999999,0.05607,85299200
336,1982-04-14,0.071987,0.072545,0.071987,0.071987,0.056508,113590400
337,1982-04-15,0.073103,0.073661,0.073103,0.073103,0.05738500000000001,164281600
